Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q6ZSR9,2SV=2,Uncharacterized protein FLJ45252,Homo sapiens,High,0,4.26534856519483,12,0.180519385994291,0.123216291867437,0.373685271370381,0.282485411675787,0.025916459826691,0.141662687492698,-0.102575462427782,0.354597097817814,0.999925600286854,1836,1964,1697,2012.7,2321.3,1902.9,2076.4,2430.3,2181.9
I3L1I5,5SV=1,Putative uncharacterized protein LOC100996504,Homo sapiens,Medium,0,3.01874209576238,1,0.109285040226397,0.505290657882745,0.756929139663148,0.093302517826863,0.567085858796277,0.770392358373998,0.016321926820731,0.922593753525503,0.999925600286854,120.8,99.3,110.5,113.9,102.8,142,115.1,100.3,139.4
A6NNC1,5SV=3,Putative POM121-like protein 1-like,Homo sapiens,Medium,0,2.3155505344219,1,0.060513545692632,0.71136791508631,0.873200392628625,-0.330099381796294,0.068059039106042,0.251187263507193,0.39071999375098,0.036836786734739,0.999925600286854,20.8,25.9,26,26.7,20.1,29.6,20.9,17.3,19.5
P01023,A2M,Alpha-2-macroglobulin,Homo sapiens,High,0,3.67163559660213,4,-0.184497663546678,0.499382702498548,0.752120970978189,-0.05338949047763,0.843169696260533,0.927602129563898,-0.131218701690575,0.628790725185574,0.999925600286854,531.6,637.2,460,510.7,575.4,361.2,466.2,758.2,394.5
Q9NRG9,AAAS,Aladin,Homo sapiens,High,0,4.25291125650433,15,0.036569921751236,0.724819995419883,0.880873082835981,-0.135811450068987,0.212967617271372,0.467341997838876,0.172603490689572,0.123216818592971,0.999925600286854,1846.7,2077.5,2174.2,2189.1,1839.6,2235.7,1853.5,1904.3,1781.8
Q86V21,AACS,Acetoacetyl-CoA synthetase,Homo sapiens,High,0,4.11108768502974,18,0.687163807231809,8.13179508325272E-06,0.001036509242858,0.640141555853713,1.40787629906789E-05,0.001872866471942,0.046449259729858,0.541712094710234,0.999925600286854,1007.6,1018.9,1071.7,1612.4,1699.5,1673.5,1543.6,1706.6,1581
Q6PD74,AAGAB,Alpha- and gamma-adaptin-binding protein p34,Homo sapiens,High,0,3.8011291875797,7,-0.474868178217579,0.004068187535506,0.052928564163867,-0.082563261529346,0.517244272151105,0.735745445469322,-0.392385843230105,0.011386088724582,0.999925600286854,688.2,825.8,863.3,485.1,601.7,626.6,731.2,731,773.1
Q2M2I8,AAK1,AP2-associated protein kinase 1,Homo sapiens,High,0,4.42409233246018,24,0.203444316651426,0.07427983146329,0.284518209701299,0.224767118135082,0.052989384971134,0.216763553870291,-0.020560709226926,0.837613659985708,0.999925600286854,2574.5,2895.3,2524.7,2939.7,3360.1,2909.4,2954.8,3430.1,2963.1
A0A096LP25,AAK1,AP2-associated protein kinase 1 (Fragment),Homo sapiens,High,0,3.38868721020124,2,0.277769141936015,0.018284990855921,0.13053286897551,0.383514779621285,0.003349892205106,0.044129976753037,-0.105394080511997,0.298094741598955,0.999925600286854,230.7,244.8,219.8,281.9,313.4,250.3,297.9,296.3,312.2
Q9H7C9,AAMDC,Mth938 domain-containing protein,Homo sapiens,High,0,3.53407689776216,5,0.261404055346783,0.253700162222354,0.541575953093593,0.281603418302668,0.221169643965615,0.476644699504432,-0.020022298787019,0.925800284778047,0.999925600286854,304,262.8,447.3,420.1,342,428.1,420.8,322.8,472.5
Q13685,AAMP,Angio-associated migratory cell protein,Homo sapiens,High,0,4.20968387400949,11,-0.26788885785876,0.017917978027567,0.129212025959152,-0.240025818609515,0.02899377149436,0.1507093500549,-0.02751182527566,0.770547879682004,0.999925600286854,1938.8,2117,1992.1,1672.1,1828.5,1532.9,1697.3,1826.4,1601.2
Q9Y312,AAR2,Protein AAR2 homolog,Homo sapiens,High,0,4.05105600183761,10,0.039320347885953,0.750557364434037,0.893128583625882,-0.109495141954491,0.379935253089856,0.624935580872504,0.149008041840221,0.242937586107062,0.999925600286854,1137.8,1330.8,1336.5,1342,1294.9,1262.5,1195.4,1345.9,1001.7
P49588,AARS,"Alanine--tRNA ligase, cytoplasmic",Homo sapiens,High,0,4.98332492743638,47,-0.341272429548334,0.006552754907849,0.071149974585839,-0.283030803601222,0.016868421409857,0.114473585107786,-0.058834740105396,0.559352552522875,0.999925600286854,14000.4,11126,11826.9,9809.6,9445,9781.2,10438.5,9600.1,10205.5
Q5JTZ9,AARS2,"Alanine--tRNA ligase, mitochondrial",Homo sapiens,High,0,4.39153846304986,31,0.006777823715913,0.945047099977977,0.978882257014052,0.121094192201142,0.267630995093005,0.524118147816294,-0.113919968896144,0.295320786874399,0.999925600286854,2635.7,2546.6,2769,2628.3,2534.8,2832.1,2782.8,2597.9,3307
Q9BTE6,AARSD1,Alanyl-tRNA editing protein Aarsd1,Homo sapiens,High,0,4.2603337943703,18,-0.161346024310413,0.177228947408166,0.452683526404666,-0.126582312462838,0.280064115029352,0.536987985978451,-0.034356755666116,0.758712300005655,0.999925600286854,2415.6,2228.1,1856.6,1926.5,1774.1,2090.1,1982.8,2014,1923.2
Q4L235,AASDH,Acyl-CoA synthetase family member 4,Homo sapiens,High,0,3.15827200465208,5,0.00734873292984,0.948733958211089,0.98131426113919,0.005159643723546,0.964339955760351,0.983575311482348,0.002470705830387,0.984367443347899,0.999925600286854,186.4,153.1,140.9,171.3,153.4,155.4,169.5,154.7,155
Q9NRN7,AASDHPPT,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Homo sapiens,High,0,4.40494313136685,12,-0.053006813709318,0.505238287249829,0.756929139663148,-0.042982163149258,0.582584395995702,0.778815893415747,-0.010145646367437,0.903987632800573,0.999925600286854,2810.1,3077,2773,2742.8,2854.1,2747.1,2764.3,2939.4,2698.6
Q9UDR5,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",Homo sapiens,High,0,3.72371830382603,9,0.566723233953516,0.027543467249617,0.163458025951676,0.669616937062698,0.012850783174957,0.097435589863658,-0.102706681618818,0.643674156653174,0.999925600286854,430.3,542.3,334.1,598.8,746.5,567.1,582.5,878.3,613.3
Q9NY61,AATF,Protein AATF,Homo sapiens,High,0,4.13306603644232,17,-0.081449040044186,0.385678422189933,0.661433585590068,0.014755732008783,0.872328314717605,0.941249850072547,-0.096191823089756,0.309732341247892,0.999925600286854,1697.9,1448.6,1456.3,1500.8,1444.5,1394.8,1555.4,1456.2,1630.7
P80404,ABAT,"4-aminobutyrate aminotransferase, mitochondrial",Homo sapiens,High,0,3.72193421085401,9,0.261528088840865,0.135171841660544,0.392159769564122,0.244402219190955,0.159155939988533,0.400600180417697,0.017221376782991,0.917007073887153,0.999925600286854,476.4,494.1,581.9,536.7,643.9,682.6,505.5,601.3,749.1
P08183,ABCB1,Multidrug resistance protein 1,Homo sapiens,High,0,3.39946604100434,8,0.206738250279511,0.394548359985965,0.66911932627778,0.467131114972726,0.075268164104845,0.265324049419683,-0.260195382901158,0.290362820835535,0.999925600286854,327.2,245.5,157.6,283.3,291.8,235.5,340.7,327.4,299.8
Q9NRK6,ABCB10,"ATP-binding cassette sub-family B member 10, mitochondrial",Homo sapiens,High,0,4.21120867326158,15,0.24635698338503,0.173136909292335,0.447338166047616,0.337432374200546,0.07401400218795,0.263330561991512,-0.091273823123008,0.597696466481208,0.999925600286854,1908.4,1390.2,1427.6,2204.6,1599.8,1793,2183.8,1709.8,2046.1
Q9NP58,ABCB6,"ATP-binding cassette sub-family B member 6, mitochondrial",Homo sapiens,High,0,3.23671356336564,7,0.120723675700008,0.390293962645038,0.665131315561506,0.32133688285484,0.040303728868655,0.184332446905782,-0.200619561138269,0.167402885574041,0.999925600286854,152.4,164.6,201.1,170,219.1,174,209.6,206.1,227.8
O75027,ABCB7,"ATP-binding cassette sub-family B member 7, mitochondrial",Homo sapiens,High,0,4.32665122446724,22,0.237037327269625,0.026407864276763,0.159736703104632,0.244046767969086,0.023319950523896,0.134449005541265,-0.006878763998854,0.939904225541701,0.999925600286854,2203.3,2087.4,2013.3,2575.2,2245.4,2622.2,2333,2539.4,2596.2
Q9NUT2,ABCB8,"ATP-binding cassette sub-family B member 8, mitochondrial",Homo sapiens,High,0,3.76958408374817,9,0.243086221018872,0.099037966551951,0.330816147293735,0.410351345675321,0.013118066073813,0.098725234638245,-0.167429284547883,0.238585384226411,0.999925600286854,576.2,474,628.2,663.7,639.2,671.1,750.8,635.5,844.1
P33527,ABCC1,Multidrug resistance-associated protein 1,Homo sapiens,High,0,4.61290777185557,40,-0.231366473764724,0.056533078568686,0.244689186029327,-0.231136388075714,0.056696550738396,0.225904623055231,-0.000362323043379,0.998603913146838,0.999925600286854,5148.5,4862.6,5126.1,4286.9,3872.6,4778.4,4167.2,3958.4,4811
O15439,ABCC4,Multidrug resistance-associated protein 4,Homo sapiens,High,0,3.90937949437756,13,-0.177580336880671,0.063976869092603,0.262197839547737,-0.202573254262652,0.039495284850764,0.181866398809215,0.024893883354109,0.770960806078748,0.999925600286854,1034.3,929.2,984.2,930.4,842.5,834.3,882.5,799.1,880.2
O15440,ABCC5,Multidrug resistance-associated protein 5,Homo sapiens,High,0,3.03245758271493,2,-0.385892508565434,0.024121002107608,0.151099867191178,-0.259638733503867,0.100598533448619,0.312748003421917,-0.125256498987904,0.396168913128151,0.999925600286854,141.3,132.6,138.4,105,100.4,110.3,116.3,91.9,141.4
P33897,ABCD1,ATP-binding cassette sub-family D member 1,Homo sapiens,High,0,2.06707085604537,3,0.244366240869,0.430173554422772,0.697525149547986,0.554340532937878,0.092042099172432,0.298130463914134,-0.31149879459342,0.314599864194324,0.999925600286854,12.8,9.8,8.9,15,7.6,16.2,13.4,13.6,19.4
Q9UBJ2,ABCD2,ATP-binding cassette sub-family D member 2,Homo sapiens,High,0,3.6830019846072,5,0.421455235777492,0.021864650924905,0.144344403909069,0.520242866677279,0.007776752312424,0.072762272965709,-0.098938170641043,0.527624381242786,0.999925600286854,520.3,413.6,352.4,642.3,545.8,519.2,667.4,597.3,561.2
P28288,ABCD3,ATP-binding cassette sub-family D member 3,Homo sapiens,High,0,4.52493070872355,23,0.217603411923669,0.054520465570168,0.239908076905637,0.281338721865744,0.019180627237686,0.122508073025018,-0.06370651905156,0.532024473773359,0.999925600286854,3605.8,3250.4,3061.6,4087.1,3441,4011.8,4105.5,3808.1,4119.9
O14678,ABCD4,ATP-binding cassette sub-family D member 4,Homo sapiens,High,0,3.11710550276125,4,0.051577680173769,0.732138670049025,0.883609317146471,0.013141446868888,0.930115273373522,0.96706038885449,0.037947505263305,0.798506436053734,0.999925600286854,127.1,153.7,148,145.2,120.9,183.3,142.5,144.3,144.5
P61221,ABCE1,ATP-binding cassette sub-family E member 1,Homo sapiens,High,0,4.70081876398927,27,-0.182455905923806,0.235089971019212,0.52377548832939,-0.295069045665555,0.07033807543612,0.255765010827404,0.112086178492169,0.451539214651159,0.999925600286854,7142.5,6260.6,5259.5,5874.9,5023.4,5453.6,5589.7,5355.9,4253.2
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,Homo sapiens,High,0,4.78668967981585,31,-0.254915771940261,0.014996246233427,0.11705804026569,-0.244062955401915,0.018532102820575,0.120637565331037,-0.010959382604033,0.896882889927815,0.999925600286854,8254.3,7338.2,7235.2,6890,6067.4,6165,6465.5,6401.6,6374.1
Q5STZ8,ABCF1,ATP-binding cassette sub-family F member 1 (Fragment),Homo sapiens,Medium,0,2.32878720035453,3,-0.261648079736415,0.466775555231954,0.726600178453989,-0.478575877058012,0.196346310959913,0.446795809803994,0.218342635222378,0.539276111902702,0.999925600286854,25.7,22.1,34.1,31.2,27.8,13,25.8,15,18.5
Q9UG63,ABCF2,ATP-binding cassette sub-family F member 2,Homo sapiens,High,0,4.90562968372645,32,-0.287443921289073,0.003269902044834,0.046610678256586,-0.349804706452338,0.000963254019996,0.020593513099068,0.062472199992513,0.405119105023894,0.999925600286854,10414.7,9977.5,10504.1,8691.5,8250.6,8373.8,8380.2,7643.9,8232.9
Q9NUQ8,ABCF3,ATP-binding cassette sub-family F member 3,Homo sapiens,High,0,4.39570547064939,23,0.022152760409017,0.819487572474377,0.922728535970372,0.086846308882886,0.393504963875929,0.636194994632131,-0.063989668604672,0.524719651986344,0.999925600286854,2985.7,2587.6,2515.4,2891.1,2871.7,2454.1,2858.7,2844.2,2863.2
P45844,ABCG1,ATP-binding cassette sub-family G member 1,Homo sapiens,High,0,2.88890925926353,2,-0.593197223203867,0.086931446146515,0.307547091254466,-0.460177638201916,0.170016709853157,0.413980333100365,-0.132814819647017,0.674755214900044,0.999925600286854,149.2,83.9,91.4,85.6,57.2,68,77.2,51.7,110.1
Q9UNQ0,ABCG2,ATP-binding cassette sub-family G member 2,Homo sapiens,High,0,3.21253383618661,2,0.411196821458208,0.030875092568768,0.173180127004026,0.568390061705863,0.006566611609882,0.065400742329284,-0.157343114030553,0.351966906045764,0.999925600286854,153.5,152.4,121.3,219,198.7,153.4,238.1,186.2,208.7
Q9NUJ1,ABHD10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",Homo sapiens,High,0,4.43112081300606,16,0.241391734293635,0.012249286742935,0.10419001634827,0.236668912708271,0.013449800076162,0.100331629915048,0.004916987302693,0.953917305590311,0.999925600286854,2714.7,2708.7,2603,3205.3,3050.6,3232.5,2947.6,3376.9,3145.6
Q8NFV4,ABHD11,Protein ABHD11,Homo sapiens,High,0,3.49928833823063,4,0.124975575656321,0.210643413635795,0.493543476961747,0.120711365612545,0.22385872602427,0.479035886954611,0.004238212507679,0.967505520554998,0.999925600286854,343.7,344.7,305.2,383.4,373.8,326.9,354.8,345.8,378.8
Q8N2K0,ABHD12,Monoacylglycerol lipase ABHD12,Homo sapiens,High,0,3.82253419745718,10,0.105337406461972,0.478211971302829,0.735629805129315,0.197210191241332,0.200538821856808,0.451430493532283,-0.092039310005428,0.535779656588721,0.999925600286854,641,649.6,766.5,672.9,709.2,832.8,704.7,717,951.9
Q96IU4,ABHD14B,Protein ABHD14B,Homo sapiens,High,0,3.99812414540623,7,0.337760745637536,0.026438343979207,0.159811158279809,0.232984550808274,0.099472621187482,0.310565034910865,0.104622947144203,0.429746164370696,0.999925600286854,885.5,972.2,1031.5,1226,1198.7,1219.1,1164.8,1325.3,933.8
Q6UXT9,ABHD15,Protein ABHD15,Homo sapiens,Medium,0,2.52955867302116,1,0.594703422371215,0.0206622602049,0.140111471474247,0.540724582167851,0.030686968044482,0.156187432842139,0.052941427700404,0.810790967228703,0.999925600286854,21.4,33.7,30.8,37.4,39,52.2,33.4,47.5,43.1
O95870,ABHD16A,Protein ABHD16A,Homo sapiens,High,0,3.7592900330243,14,0.262115506794883,0.097799920355126,0.328960444146143,0.324507688442498,0.048363568202407,0.204106325499124,-0.062649413242726,0.669336433287939,0.999925600286854,523.4,562.6,569.8,581.7,673.9,738.2,586.5,668.2,840.7
Q96GS6,ABHD17A,Protein ABHD17A,Homo sapiens,High,0,2.97566153318106,4,0.015490238317163,0.92790373920417,0.971797590139027,0.205997324201889,0.244916448406477,0.502796713162695,-0.190758639932934,0.279208815016684,0.999925600286854,107.5,97.2,92.4,117.8,109.9,77,130.5,103.6,109.6
Q5VST6,ABHD17B,Protein ABHD17B,Homo sapiens,High,0,3.16536305069737,4,-0.231092363425609,0.053604664913083,0.237388231576318,-0.038256943426189,0.720092234469189,0.861778636842634,-0.192989817045314,0.096626707395343,0.999925600286854,186.1,157.5,174.2,151.5,144.1,144.7,168.9,148.9,187.5
Q0P651,ABHD18,Protein ABHD18,Homo sapiens,High,0,3.43288915534841,5,-0.002869341331173,0.987528739976448,0.994876363411662,0.094655005810814,0.536554087086154,0.750714794133427,-0.097292490151422,0.526659164085771,0.999925600286854,329.3,270.2,281.9,345.6,279.6,258.3,368.1,277.1,299.4
Q8TB40,ABHD4,Protein ABHD4,Homo sapiens,High,0,2.65001595247184,3,1.05244505602101,0.000107302671928,0.005617422616686,1.15388960138008,5.37190189575948E-05,0.004046583335833,-0.102411800291951,0.529498884783304,0.999925600286854,28.6,29,26.1,62.8,63.8,48.1,58.6,53.2,76.5
Q9BV23,ABHD6,Monoacylglycerol lipase ABHD6,Homo sapiens,High,0,3.32074847798717,6,0.144023080287177,0.537355028248897,0.776766871086849,0.22804375458675,0.336454450603996,0.586893473435569,-0.083810708769369,0.716293881853946,0.999925600286854,175.5,189.9,275.7,200.8,245.9,251,207.1,214.2,332.8
Q8IZP0,ABI1,Abl interactor 1,Homo sapiens,High,0,4.16546987506931,9,-0.101342693123006,0.606060712358362,0.820198546658061,-0.055675100286349,0.775670419451695,0.892093734403464,-0.045609209594742,0.815098083665883,0.999925600286854,1694.6,1591.1,1719,1336.9,1417.3,1981.4,1283.7,1586.2,2027.4
Q9NYB9,ABI2,Abl interactor 2,Homo sapiens,High,0,2.68645751046911,2,0.328712502954227,0.086431024158358,0.306640119997079,0.260128056508866,0.162940122876089,0.405543932074823,0.069462087589628,0.692067570204813,0.999925600286854,41.8,45.7,52.5,58,67.6,50.8,68.6,45,55.8
Q9P2A4,ABI3,ABI gene family member 3,Homo sapiens,High,0,4.01147317103876,11,0.195581804478896,0.046120848176208,0.219142549816179,0.185114041381517,0.056152464348892,0.224990092893063,0.010495384540233,0.905270074121244,0.999925600286854,991.8,1087.2,1048.3,1192.3,1234,1153.4,1211,1267.6,1082.1
P00519,ABL1,Tyrosine-protein kinase ABL1,Homo sapiens,High,0,3.67541169371486,12,0.109308103891619,0.28205190998218,0.570923206594574,0.075411837762549,0.44829713848883,0.682622434711628,0.033601878547428,0.73245843241586,0.999925600286854,489.3,507.9,512.4,522,502.9,608.4,509.9,507,576.2
O14639,ABLIM1,Actin-binding LIM protein 1,Homo sapiens,High,0,4.38814917744347,14,0.541454729489939,0.071586856312842,0.279204612537228,0.45421134263099,0.120452630650766,0.342841710865205,0.087318594986178,0.748780148814036,0.999925600286854,2278.6,1903.2,2073.7,4059.4,3228.2,2115.3,3651.6,3069.5,2063.2
O14639-6,ABLIM1,Isoform 6 of Actin-binding LIM protein 1,Homo sapiens,High,0,3.15155370454298,3,0.574220711935391,0.028569284417829,0.166291764695438,0.596474986594315,0.024159137263032,0.136691575662306,-0.023030395505111,0.91912238777864,0.999925600286854,144.1,120.3,91,220,169.2,139.7,180.5,206.5,146.3
Q12979,ABR,Active breakpoint cluster region-related protein,Homo sapiens,High,0,4.50801094917718,26,0.037722062073196,0.668259164256785,0.85052746658607,-0.020333261827973,0.816321978650412,0.912732240303887,0.05811511399838,0.512502908305999,0.999925600286854,3328.4,3601.9,3764,3505.1,3810,3654.3,3578.5,3718.8,3250.5
Q9P1F3,ABRACL,Costars family protein ABRACL,Homo sapiens,High,0,3.82595162709814,2,-0.114785776831537,0.421297417686713,0.690838390868012,-0.041595943568645,0.766120371650012,0.887960418516265,-0.07357577694145,0.604611241966123,0.999925600286854,751.6,884.2,679.8,798,729.8,611.5,816.7,750.6,675.9
Q9ULW3,ABT1,Activator of basal transcription 1,Homo sapiens,High,0,3.93224031939806,10,0.011303357038605,0.881970538928728,0.947816579897136,0.032670207194032,0.660580858487365,0.828605871855448,-0.021528107031819,0.770002247530741,0.999925600286854,951.1,985.4,887.9,951.3,952.3,939.8,1001.5,948.3,937.8
Q969K4,ABTB1,Ankyrin repeat and BTB/POZ domain-containing protein 1,Homo sapiens,High,0,3.06228106997264,3,-0.108692838631931,0.515248441544337,0.764054972750369,-0.069828163006037,0.674750787431837,0.838789141408199,-0.039425515571536,0.812752316112177,0.999925600286854,171.5,117.1,115.9,118.6,142.2,110,128.7,122.1,128.1
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",Homo sapiens,High,0,4.13075177676514,12,0.376116429188837,0.000455097308593,0.013568070607047,0.428966003915045,0.000179178658926,0.008103702880924,-0.053288505093456,0.457417182890346,0.999925600286854,1247.8,1193.5,1267.4,1633.8,1541.2,1637.2,1669.7,1625,1697.4
P42765,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",Homo sapiens,High,0,4.45493628080285,20,0.241167730549544,0.039963700539388,0.201085526517969,0.329254537249575,0.009800653026695,0.083041178583607,-0.087959234515968,0.400634268619803,0.999925600286854,2608.8,2920.8,2752.2,3016.1,3176.6,3613.6,3145.4,3657.1,3615.4
Q13085,ACACA,Acetyl-CoA carboxylase 1,Homo sapiens,High,0,4.87146259672257,77,0.06400994370671,0.438157971532106,0.703587696624863,0.096283460857942,0.251742907091325,0.509505201332987,-0.032173203781445,0.687767739131862,0.999925600286854,8563.6,7619.1,7716.3,8375,8122.5,8449.4,8310.2,8210.3,9014.7
Q6JQN1,ACAD10,Acyl-CoA dehydrogenase family member 10,Homo sapiens,High,0,4.10482840365366,15,0.265572220015456,0.11296560353758,0.358287949193299,0.352081767188582,0.045514348485804,0.197288661869217,-0.086248722282153,0.581919088265116,0.999925600286854,1017.8,1210.1,1445.7,1354.2,1444.6,1582.2,1411,1432.5,1831.9
Q9UKU7,ACAD8,"Isobutyryl-CoA dehydrogenase, mitochondrial",Homo sapiens,High,0,3.89436037618704,14,0.182477051904116,0.046865219287981,0.220504144003313,0.222650033910898,0.020600370153541,0.127053823843872,-0.040272669335311,0.621508395117923,0.999925600286854,755.5,839.9,779.9,838.7,933.6,923.5,894.9,927.3,947.5
Q9H845,ACAD9,"Acyl-CoA dehydrogenase family member 9, mitochondrial",Homo sapiens,High,0,4.79423352990196,29,0.08954839534984,0.468027214751936,0.727004477877655,0.196906109136405,0.131546130927311,0.359523996738876,-0.107384701486423,0.388955790971247,0.999925600286854,6948.2,5933.9,6483.1,7005.5,6219.1,7393.3,7163.9,6590.9,8525.6
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",Homo sapiens,High,0,4.50383696903065,19,0.268044614664061,0.038363818737672,0.196625749299434,0.389037995849651,0.006792620749447,0.066526836850098,-0.121032223986913,0.302461601754728,0.999925600286854,3095.1,3252.1,2730.8,3710.4,4064,3185.9,3777.4,4153.3,3934.4
P16219,ACADS,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Homo sapiens,High,0,4.42230251302532,15,0.610079584248965,5.93814125859692E-05,0.003864542140529,0.646041387376051,3.8342994113695E-05,0.003372266332299,-0.036100953790276,0.675127601576633,0.999925600286854,2023.7,2102.8,2343.6,3205.1,3170.8,3486.9,3239.9,3386.5,3483.2
P45954,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Homo sapiens,High,0,4.09618326490345,12,0.402391770926843,0.014484922021673,0.114543352989633,0.332399251193297,0.033903376671608,0.166677984724785,0.069624624826184,0.607789577761173,0.999925600286854,1143.7,1188,1137,1661.7,1388.9,1546.3,1633,1601,1179.5
P49748,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",Homo sapiens,High,0,4.78783084837655,36,0.157885825826258,0.487112641910567,0.742738372795494,0.241721355474816,0.296503465678629,0.551087907997367,-0.084512189682797,0.709304838235991,0.999925600286854,5061.7,7166.3,6289.1,5513.6,7371.8,7794.2,5362.3,8816.5,7976.8
Q15027,ACAP1,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",Homo sapiens,High,0,4.49039676912277,29,0.005040592861108,0.956571274500742,0.98398179640164,0.059638407332055,0.561054537159794,0.766818128099517,-0.054158092636853,0.597272401977352,0.999925600286854,3419.2,3338.1,3377.5,3596,3614.1,3000.5,3686,3700.1,3199.7
Q15057,ACAP2,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",Homo sapiens,High,0,4.50432403390839,33,0.117478288175514,0.186880445417738,0.464954318938897,0.123648106617192,0.166652488837095,0.409638623057948,-0.006121922684883,0.940553645684464,0.999925600286854,3295,3177.4,3593.3,3432.7,3705.8,3774.8,3477.9,3653,3829.3
